mid_la,mid_lo,start_la,start_lo,end_la,end_lo,azimuth
39.527249499999996,-7.7410086,39.5273921,-7.7407045,39.5271069,-7.7413127,-121.19561148503011
39.5271716,-7.74199935,39.5271069,-7.7413127,39.5272363,-7.742686,-83.06230401188877
39.527735899999996,-7.74308835,39.5272363,-7.742686,39.5282355,-7.7434907,-31.95013178232739
39.52878425,-7.7434364,39.5282355,-7.7434907,39.529333,-7.7433821,4.381880239135037
39.5300886,-7.74421425,39.529333,-7.7433821,39.5308442,-7.7450464,-40.458196870703595
39.5320844,-7.744749949999999,39.5308442,-7.7450464,39.5333246,-7.7444535,10.486484096819574
39.53417015,-7.743972749999999,39.5333246,-7.7444535,39.5350157,-7.743492,23.761701943976878
39.5367352,-7.74418805,39.5350157,-7.743492,39.5384547,-7.7448841,-17.402544161730216
39.540308550000006,-7.7456445,39.5384547,-7.7448841,39.5421624,-7.7464049,-17.61853576529111
39.54356065,-7.7457853,39.5421624,-7.7464049,39.5449589,-7.7451657,18.935751106504874
39.547465599999995,-7.74476875,39.5449589,-7.7451657,39.5499723,-7.7443718,6.989154949724758
39.5514572,-7.74478215,39.5499723,-7.7443718,39.5529421,-7.7451925,-12.075181598180341
39.5538748,-7.74545,39.5529421,-7.7451925,39.5548075,-7.7457075,-12.063484111815704
39.55657145,-7.74620105,39.5548075,-7.7457075,39.5583354,-7.7466946,-12.22047876580517
39.5596816,-7.747072749999999,39.5583354,-7.7466946,39.5610278,-7.7474509,-12.266760482966207
39.5624877,-7.7478586,39.5610278,-7.7474509,39.5639476,-7.7482663,-12.196956007949113
39.5652895,-7.748647200000001,39.5639476,-7.7482663,39.5666314,-7.7490281,-12.390623405270413
39.56778025,-7.749044100000001,39.5666314,-7.7490281,39.5689291,-7.7490601,-0.6175514724373308
39.5701925,-7.749036500000001,39.5689291,-7.7490601,39.5714559,-7.7490129,0.828243922085255
39.57269225,-7.7488144000000005,39.5714559,-7.7490129,39.5739286,-7.7486159,7.0827290676185735
39.5748247,-7.74883395,39.5739286,-7.7486159,39.5757208,-7.749052,-10.664333856393919
39.57721895,-7.74904305,39.5757208,-7.749052,39.5787171,-7.7490341,0.26487208275842705
39.579971099999995,-7.749055650000001,39.5787171,-7.7490341,39.5812251,-7.7490772,-0.7618681599570204
39.5833338,-7.74905025,39.5812251,-7.7490772,39.5854425,-7.7490233,0.5665769761432868
39.5883725,-7.74878995,39.5854425,-7.7490233,39.5913025,-7.7485566,3.5260098343186894
39.59376975,-7.7483395,39.5913025,-7.7485566,39.596237,-7.7481224,3.89437712850654
39.597521150000006,-7.7486481000000005,39.596237,-7.7481224,39.5988053,-7.7491738,-17.572817209667573
39.599922649999996,-7.7496405,39.5988053,-7.7491738,39.60104,-7.7501072,-17.906367294965175
39.6023461,-7.750649,39.60104,-7.7501072,39.6036522,-7.7511908,-17.790796846972405
39.6047767,-7.7516681,39.6036522,-7.7511908,39.6059012,-7.7521454,-18.176472290486245
39.60697165,-7.75265865,39.6059012,-7.7521454,39.6080421,-7.7531719,-20.34845759010046
39.60921405,-7.7537477500000005,39.6080421,-7.7531719,39.610386,-7.7543236,-20.809612026743896
39.612023949999994,-7.7551283,39.610386,-7.7543236,39.6136619,-7.755933,-20.805755717480764
39.6148524,-7.756528449999999,39.6136619,-7.755933,39.6160429,-7.7571239,-21.14830409334615
39.6175302,-7.7576602999999995,39.6160429,-7.7571239,39.6190175,-7.7581967,-15.584986500045149
39.62104635,-7.75893165,39.6190175,-7.7581967,39.6230752,-7.7596666,-15.649695007512829
39.62389745,-7.7599795,39.6230752,-7.7596666,39.6247197,-7.7602924,-16.398050307924702
39.62606835,-7.76077345,39.6247197,-7.7602924,39.627417,-7.7612545,-15.420111469230774
39.62928425,-7.76193215,39.627417,-7.7612545,39.6311515,-7.7626098,-15.67521285842535
39.63237465,-7.7630497,39.6311515,-7.7626098,39.6335978,-7.7634896,-15.540384026812013
39.63499695,-7.7639867,39.6335978,-7.7634896,39.6363961,-7.7644838,-15.360418331587704
39.6379094,-7.765041699999999,39.6363961,-7.7644838,39.6394227,-7.7655996,-15.909318403923876
39.64160485,-7.76712485,39.6394227,-7.7655996,39.643787,-7.7686501,-28.385387356438574
39.645083,-7.7695603,39.643787,-7.7686501,39.646379,-7.7704705,-28.499230285666698
39.64730815,-7.771125,39.646379,-7.7704705,39.6482373,-7.7717795,-28.570146153686405
39.650035349999996,-7.773050850000001,39.6482373,-7.7717795,39.6518334,-7.7743222,-28.65973476500522
39.6531219,-7.7752359,39.6518334,-7.7743222,39.6544104,-7.7761496,-28.728658073306594
39.655217500000006,-7.777960950000001,39.6544104,-7.7761496,39.6560246,-7.7797723,-60.0376397148473
39.6571373,-7.7822704,39.6560246,-7.7797723,39.65825,-7.7847685,-60.04545161303484
39.659062500000005,-7.7883688499999995,39.65825,-7.7847685,39.659875,-7.7919692,-73.72148916707368
39.66014655,-7.7931842499999995,39.659875,-7.7919692,39.6604181,-7.7943993,-73.87204492010352
39.661048199999996,-7.79721475,39.6604181,-7.7943993,39.6616783,-7.8000302,-73.84947603031567
39.66257265,-7.801038699999999,39.6616783,-7.8000302,39.663467,-7.8020472,-41.07277420621157
39.6644474,-7.80315315,39.663467,-7.8020472,39.6654278,-7.8042591,-41.08263971193296
39.66658405,-7.8055484,39.6654278,-7.8042591,39.6677403,-7.8068377,-40.75320521754825
39.668926799999994,-7.8081761,39.6677403,-7.8068377,39.6701133,-7.8095145,-41.07972153243903
39.67112525,-7.8106437,39.6701133,-7.8095145,39.6721372,-7.8117729,-40.77162821159504
39.6734815,-7.813283,39.6721372,-7.8117729,39.6748258,-7.8147931,-40.95956779340073
39.6756279,-7.815686299999999,39.6748258,-7.8147931,39.67643,-7.8165795,-40.711750975035805
39.6775564,-7.81783025,39.67643,-7.8165795,39.6786828,-7.819081,-40.62971013030589
39.67968845,-7.82020485,39.6786828,-7.819081,39.6806941,-7.8213287,-40.810484155959095
39.6819447,-7.822736,39.6806941,-7.8213287,39.6831953,-7.8241433,-41.00568922859
39.6840598,-7.825112450000001,39.6831953,-7.8241433,39.6849243,-7.8260816,-40.89784237202244
39.6861628,-7.8274763499999995,39.6849243,-7.8260816,39.6874013,-7.8288711,-41.02564530147807
39.68813985,-7.82969625,39.6874013,-7.8288711,39.6888784,-7.8305214,-40.80009853656645
39.69057395,-7.83242315,39.6888784,-7.8305214,39.6922695,-7.8343249,-40.90870666472305
39.69365165,-7.835883300000001,39.6922695,-7.8343249,39.6950338,-7.8374417,-41.05663504903765
39.69615855,-7.838705,39.6950338,-7.8374417,39.6972833,-7.8399683,-40.94648214175258
39.698421100000004,-7.8412486,39.6972833,-7.8399683,39.6995589,-7.8425289,-40.99747924427863
39.70094845,-7.84270775,39.6995589,-7.8425289,39.702338,-7.8428866,-5.67778415844642
39.7039871,-7.84311995,39.702338,-7.8428866,39.7056362,-7.8433533,-6.237469167407385
39.7079666,-7.843669800000001,39.7056362,-7.8433533,39.710297,-7.8439863,-5.988201257367565
39.7115133,-7.84415075,39.710297,-7.8439863,39.7127296,-7.8443152,-5.961356469746615
39.7139645,-7.8444806499999995,39.7127296,-7.8443152,39.7151994,-7.8446461,-5.907443670992663
39.7160013,-7.84502695,39.7151994,-7.8446461,39.7168032,-7.8454078,-20.142113484515257
39.71855305,-7.8462366,39.7168032,-7.8454078,39.7203029,-7.8470654,-20.090655826880905
39.722099150000005,-7.84792105,39.7203029,-7.8470654,39.7238954,-7.8487767,-20.195478924477815
39.7251232,-7.84935875,39.7238954,-7.8487767,39.726351,-7.8499408,-20.10537550513621
39.72801125,-7.8507329,39.726351,-7.8499408,39.7296715,-7.851525,-20.22287573810334
39.7313739,-7.852332349999999,39.7296715,-7.851525,39.7330763,-7.8531397,-20.110678416596755
39.7344435,-7.8537915,39.7330763,-7.8531397,39.7358107,-7.8544433,-20.207347981653502
39.737511,-7.8552506,39.7358107,-7.8544433,39.7392113,-7.8560579,-20.130714991522332
39.74036835,-7.8566096,39.7392113,-7.8560579,39.7415254,-7.8571613,-20.208734305857003
39.742385049999996,-7.8580169,39.7415254,-7.8571613,39.7432447,-7.8588725,-37.53646217623203
39.74444295,-7.86007145,39.7432447,-7.8588725,39.7456412,-7.8612704,-37.6823951217402
39.7469899,-7.862607000000001,39.7456412,-7.8612704,39.7483386,-7.8639436,-37.41561249153416
39.7489408,-7.86595975,39.7483386,-7.8639436,39.749543,-7.8679759,-68.8450934033063
39.749912800000004,-7.86920705,39.749543,-7.8679759,39.7502826,-7.8704382,-68.73684465206142
39.751069,-7.873048,39.7502826,-7.8704382,39.7518554,-7.8756578,-68.67401910168681
39.7521578,-7.87665825,39.7518554,-7.8756578,39.7524602,-7.8776587,-68.61433135280679
39.7534061,-7.8783784,39.7524602,-7.8776587,39.754352,-7.8790981,-30.424585251864286
39.75613145,-7.880488,39.754352,-7.8790981,39.7579109,-7.8818779,-31.08355868136395
39.75875875,-7.88251515,39.7579109,-7.8818779,39.7596066,-7.8831524,-30.117384661055716
39.7619315,-7.8849342,39.7596066,-7.8831524,39.7642564,-7.886716,-30.602471167896717
39.7662794,-7.88825855,39.7642564,-7.886716,39.7683024,-7.8898011,-30.473353870062603
39.7699983,-7.89001705,39.7683024,-7.8898011,39.7716942,-7.890233,-5.611895071646648
